RowId , Time  , TimeInterval  , F00A:2659  , F00A:132  , F00A:5257  , Difference  , Label 
12349,1543528139.231057,0.048059940338134766,0.0,191.4,-1.0,0.3533061496237726,-1.0
12350,1543528139.283002,0.05194497108459473,0.0,191.85,-1.0,0.4530048272202738,-1.0
12351,1543528139.333139,0.05013704299926758,0.0,191.25,-1.0,0.6020938396003278,-1.0
12352,1543528139.381058,0.04791903495788574,0.0,190.5,-1.0,0.7515325365351567,-1.0
12353,1543528139.431993,0.05093502998352051,0.0,191.05,-1.0,0.5523617234253558,-1.0
12354,1543528139.481999,0.05000591278076172,0.0,190.8,-1.0,0.2549538283137039,-1.0
12355,1543528139.530998,0.04899907112121582,0.0,190.95,-1.0,0.1578034305738077,-1.0
12356,1543528139.630995,0.09999704360961914,0.0,191.4,-1.0,0.4637889627067545,-1.0
12357,1543528139.68105,0.05005502700805664,0.0,191.75,-1.0,0.3570710163973044,-1.0
12358,1543528139.730993,0.049942970275878906,0.0,191.4,-1.0,0.3535453476382974,-1.0
12359,1543528139.781989,0.05099606513977051,0.0,191.85,-1.0,0.45288156030967064,-1.0
12360,1543528139.831995,0.05000591278076172,0.0,191.6,-1.0,0.2549540580471925,-1.0
12361,1543528139.881042,0.049046993255615234,0.0,190.85,-1.0,0.7516026390813646,-1.0
12362,1543528139.930982,0.04994010925292969,0.0,191.15,-1.0,0.30412959765268827,-1.0
12363,1543528139.981994,0.05101180076599121,0.0,191.6,-1.0,0.45288337609154755,-1.0
12364,1543528140.030996,0.04900217056274414,0.0,191.05,-1.0,0.552182262784124,-1.0
12365,1543528140.081064,0.050067901611328125,0.0,192.15,-1.0,1.1011393783506325,-1.0
12366,1543528140.131042,0.049978017807006836,0.0,191.75,-1.0,0.4031101714705551,-1.0
12367,1543528140.230992,0.09995007514953613,0.0,190.85,-1.0,0.9069108137173431,-1.0
12368,1543528140.331982,0.10098981857299805,0.0,191.4,-1.0,0.5591958731265871,-1.0
12369,1543528140.382992,0.0510101318359375,0.0,191.7,-1.0,0.3083828831764892,-1.0
12370,1543528140.43199,0.04899787902832031,0.0,191.3,-1.0,0.40299484030272337,-1.0
12371,1543528140.481988,0.04999804496765137,0.0,191.7,-1.0,0.40311388568551604,-1.0
12372,1543528140.531043,0.04905509948730469,0.0,192.15,-1.0,0.45266686639503845,-1.0
12373,1543528140.581131,0.050087928771972656,0.0,190.95,-1.0,1.2010453227688946,-1.0
12374,1543528140.630983,0.04985213279724121,0.0,190.7,-1.0,0.2549221268234193,-1.0
12375,1543528140.681157,0.05017399787902832,0.0,190.4,-1.0,0.30416695030901264,-1.0
12376,1543528140.730985,0.04982781410217285,0.0,191.7,-1.0,1.3009546229217082,-1.0
12377,1543528140.781979,0.050994157791137695,0.0,191.3,-1.0,0.40323909097012167,-1.0
12378,1543528140.881474,0.09949493408203125,0.0,192.05,-1.0,0.7581237149758653,-1.0
12379,1543528140.931989,0.050514936447143555,0.0,192.5,-1.0,0.45546767061182547,-1.0
12380,1543528140.98298,0.050991058349609375,0.0,190.8,-1.0,1.7007646264911676,-1.0
12381,1543528141.031009,0.04802894592285156,0.0,190.7,-1.0,0.11097546465995761,-1.0
12382,1543528141.081065,0.05005598068237305,0.0,191.3,-1.0,0.6020877926615169,-1.0
12383,1543528141.131003,0.04993796348571777,0.0,190.95,-1.0,0.35354464233696925,-1.0
12384,1543528141.18222,0.051217079162597656,0.0,190.6,-1.0,0.3537298762259963,-1.0
12385,1543528141.231002,0.0487821102142334,0.0,191.25,-1.0,0.6518325117319176,-1.0
12386,1543528141.282322,0.05131983757019043,0.0,191.85,-1.0,0.6021961190412614,-1.0
12387,1543528141.332,0.04967808723449707,0.0,191.7,-1.0,0.1580209090451158,-1.0
12388,1543528141.381046,0.04904603958129883,0.0,191.05,-1.0,0.6518480754614657,-1.0
12389,1543528141.431002,0.04995584487915039,0.0,191.5,-1.0,0.4527652970174056,-1.0
12390,1543528141.482005,0.05100297927856445,0.0,191.6,-1.0,0.11226041326192851,-1.0
12391,1543528141.530998,0.04899311065673828,0.0,191.3,-1.0,0.3039808620023474,-1.0
12392,1543528141.581992,0.050993919372558594,0.0,191.4,-1.0,0.112269243555353,-1.0
12393,1543528141.631001,0.049009084701538086,0.0,191.7,-1.0,0.30398327248706236,-1.0
12394,1543528141.681048,0.05004692077636719,0.0,191.85,-1.0,0.1581321326704851,-1.0
12395,1543528141.73105,0.050002098083496094,0.0,191.15,-1.0,0.7017835932976842,-1.0
12396,1543528141.781989,0.050939083099365234,0.0,189.95,-1.0,1.2010810414488962,-1.0
